code,name,past_p_change,past_positive,pe
600640,号百控股,-14.031594851719298,★,37.81
000688,建新矿业,-13.836465860611503,★,23.46
600680,*ST上普,-13.82021829987935,★,0.0
000606,神州易桥,-13.791473809213795,,0.0
002384,东山精密,-13.7570403372146,,56.33
002895,川恒股份,-13.731797271118328,★,55.16
603306,华懋科技,-13.65441099590149,★,21.63
601636,旗滨集团,-13.595100160884211,★,17.65
000633,合金投资,-13.589561642118008,★,0.0
600485,信威集团,-13.567001467049922,,74.33
600606,绿地控股,-13.447699197633566,★,10.75
600200,江苏吴中,-13.428628388645002,★,51.9
300708,聚灿光电,-13.425092068649057,★,56.34
300727,润禾材料,-13.423615171045844,★,64.53
002128,露天煤业,-13.411560017480962,★,11.08
002721,金一文化,-13.262259289224797,,106.89
000001,平安银行,-13.19399593378019,★,8.49
000671,阳 光 城,-13.170257881245895,,41.14
600362,江西铜业,-13.098323856872462,★,31.56
000971,高升控股,-13.08188414839262,★,35.44
603080,新疆火炬,-13.052351977291076,★,67.62
000793,华闻传媒,-13.042147999598585,,29.15
600875,东方电气,-13.004696895534106,★,38.91
002509,天广中茂,-13.001956706782048,,36.59
002662,京威股份,-12.997012922585437,,28.79
600506,香梨股份,-12.97748693291192,★,0.0
600340,华夏幸福,-12.970237225002512,★,13.87
600099,林海股份,-12.905891293968718,★,533.25
603226,菲林格尔,-12.903900564935178,★,26.89
600889,南京化纤,-12.868802838353687,★,21.64
600148,长春一东,-12.818740703292342,,111.45
002209,达 意 隆,-12.782742674781423,★,0.0
600212,江泉实业,-12.782246607439884,,128.43
601628,中国人寿,-12.765034330615855,★,21.93
002085,万丰奥威,-12.656534563457633,,31.9
002778,高科石化,-12.541617180383147,★,56.72
600028,中国石化,-12.529291685796517,★,15.69
300738,奥飞数据,-12.478701349300625,★,52.73
002058,威 尔 泰,-12.47319232805786,★,0.0
603828,柯利达,-12.457407306249102,★,51.04
600069,银鸽投资,-12.409828834102388,,427.78
600682,南京新百,-12.408326054185249,,74.06
601225,陕西煤业,-12.400046379982088,★,8.55
600188,兖州煤业,-12.3357443567347,★,13.22
002413,雷科防务,-12.316552324856644,,92.83
300383,光环新网,-12.31355893478473,,44.01
002470,金正大,-12.310223419903854,★,20.64
603056,德邦股份,-12.3072892528178,★,43.32
600179,安通控股,-12.300225565037326,,50.66
002451,摩恩电气,-12.263343176476615,,214.14
002198,嘉应制药,-12.14225794007817,,288.56
000156,华数传媒,-12.10059708721517,,25.94
603676,卫信康,-12.057984320132864,★,62.79
601998,中信银行,-12.050359483531947,★,7.54
600319,亚星化学,-12.015380451176593,,245.9
603028,赛福天,-11.974399191288754,★,63.49
000564,供销大集,-11.967180576269032,,20.84
002673,西部证券,-11.929894033260236,★,39.62
601857,中国石油,-11.880034452584965,★,65.3
300086,康芝药业,-11.83388159499874,,88.42
002256,兆新股份,-11.824685817075775,★,70.52
600621,华鑫股份,-11.813925563209093,★,85.68
600325,华发股份,-11.810742144800646,★,15.14
000659,*ST中富,-11.783380914428088,★,80.02
603843,正平股份,-11.760660358880692,,145.43
002306,*ST云网,-11.73578529974807,★,0.0
000511,*ST烯碳,-11.7202329061326,,0.0
603017,中衡设计,-11.709979506446999,★,24.97
000663,永安林业,-11.700405624064313,,157.62
600208,新湖中宝,-11.69734092011181,★,16.48
000736,中交地产,-11.683090689937892,★,0.0
600568,中珠医疗,-11.679814493729701,,38.6
601808,中海油服,-11.679501261634794,★,0.0
300612,宣亚国际,-11.629518098187319,★,88.81
000610,西安旅游,-11.627977562602531,★,0.0
002684,猛狮科技,-11.626039569476776,,70.88
002471,中超控股,-11.625076649403333,,46.13
600856,中天能源,-11.56881397324484,,28.22
300089,文化长城,-11.54046449446997,,54.07
000586,汇源通信,-11.514588718948193,,2493.56
300325,德威新材,-11.447774220544748,,121.24
002428,云南锗业,-11.40377482506565,★,1387.63
601666,平煤股份,-11.402068300652314,★,11.66
603136,天目湖,-11.36619637086378,★,27.66
300522,世名科技,-11.364298445533672,★,32.06
002776,柏堡龙,-11.334231259154926,★,28.61
600528,中铁工业,-11.30484868899554,★,20.01
603009,北特科技,-11.273282572177612,★,72.01
300104,乐视网,-11.264934172077435,★,0.0
002388,新亚制程,-11.26341446768242,★,45.1
002651,利君股份,-11.262941792580106,★,63.83
603333,明星电缆,-11.213194941721783,,98.65
002492,恒基达鑫,-11.198507329896511,★,37.11
600970,中材国际,-11.194547358157536,★,18.34
603718,海利生物,-11.185163850660185,,53.46
600715,文投控股,-11.184685046413477,,60.46
600801,华新水泥,-11.125359345442455,★,15.03
600547,山东黄金,-11.069741743071205,★,41.44
300072,三聚环保,-11.03561449971594,★,22.85
600255,梦舟股份,-10.987531110586913,,109.23
002922,伊戈尔,-10.979818621712411,★,41.56
600129,太极集团,-10.911865553381606,★,78.87
300313,天山生物,-10.90873270380518,★,363.94
000728,国元证券,-10.87082562912074,★,26.73
601390,中国中铁,-10.853577647784117,★,11.95
600290,华仪电气,-10.843513586954245,,190.08
000756,新华制药,-10.8275707270735,★,24.29
002380,科远股份,-10.821660297809487,★,38.63
000812,陕西金叶,-10.812744545840347,,380.05
600883,博闻科技,-10.798345259709674,★,31.49
300697,电工合金,-10.782834312556822,★,56.39
600076,康欣新材,-10.718543253715396,,14.17
600226,瀚叶股份,-10.702376380598565,,54.81
300143,星普医科,-10.701156766136622,,43.98
601997,贵阳银行,-10.676638170926832,★,8.45
600395,盘江股份,-10.646847183171337,★,13.26
002512,达华智能,-10.585120094598832,,201.1
600720,祁连山,-10.572526745305188,★,11.45
601336,新华保险,-10.562265786653546,★,25.93
002103,广博股份,-10.498827446916659,,45.55
600449,宁夏建材,-10.479672995409995,★,15.18
603729,龙韵股份,-10.448662389250963,,152.1
600599,熊猫金控,-10.438024560833147,,382.99
000407,胜利股份,-10.344039590971487,★,49.72
601101,昊华能源,-10.334688966427418,★,11.47
002092,中泰化学,-10.28130108614328,★,10.37
002114,罗平锌电,-10.266386323382825,,80.84
000016,深康佳Ａ,-10.257553759237691,★,84.66
603444,吉比特,-10.255736710773334,★,19.05
601881,中国银河,-10.230426856240381,★,23.32
002295,精艺股份,-10.23022590368381,★,34.88
601939,建设银行,-10.224462578064664,,8.15
600959,江苏有线,-10.218781742524797,★,31.28
002592,八菱科技,-10.204394115832983,,46.02
300456,耐威科技,-10.198878696273395,★,163.3
601186,中国铁建,-10.182332701136465,★,10.4
601668,中国建筑,-10.100513262493605,★,8.15
600837,海通证券,-10.09906881267213,★,17.38
601398,工商银行,-10.06915810900092,★,8.23
603066,音飞储存,-10.059522598731174,,40.59
600185,格力地产,-10.046320162154721,★,20.29
600688,上海石化,-10.046108014843004,★,11.86
600939,重庆建工,-10.022179344575544,★,47.22
601919,中远海控,-9.984333791191302,★,17.39
002260,德奥通航,-9.936943869659022,,0.0
601619,嘉泽新能,-9.930870400379899,,89.15
000790,泰合健康,-9.878898607759679,★,0.0
000815,美利云,-9.878159458325719,,1869.06
002357,富临运业,-9.86782155466831,,20.59
300191,潜能恒信,-9.86399536284086,★,0.0
600573,惠泉啤酒,-9.83048245789191,★,172.23
002604,ST龙力,-9.810019939178616,,33.8
603167,渤海轮渡,-9.807682340635537,★,11.17
300273,和佳股份,-9.778577903215869,★,62.52
601878,浙商证券,-9.740299687833353,★,42.07
300523,辰安科技,-9.68317442252017,★,2863.91
002544,杰赛科技,-9.670458313459985,★,189.11
601818,光大银行,-9.662812438964718,★,6.92
300023,宝德股份,-9.652702122364708,★,25.08
600036,招商银行,-9.641648506257273,★,10.14
002708,光洋股份,-9.636141317099177,★,100.11
002502,骅威文化,-9.616138700961175,★,20.62
000878,云南铜业,-9.52722052331797,★,61.01
000416,民生控股,-9.516959978466444,★,79.01
002669,康达新材,-9.5166164166695,,80.2
601211,国泰君安,-9.513820484980828,★,17.04
601088,中国神华,-9.507385369086974,★,10.81
600614,鹏起科技,-9.483678010922103,,51.94
002739,万达电影,-9.4141056256836,★,36.25
600999,招商证券,-9.412769832367607,★,21.04
000776,广发证券,-9.397225067870751,★,15.25
002715,登云股份,-9.393240645682665,★,207.75
000036,华联控股,-9.362438677117002,★,7.44
601098,中南传媒,-9.349345392010122,★,15.44
000959,首钢股份,-9.348461549390974,★,13.1
601898,中煤能源,-9.345789768777879,★,23.3
600497,驰宏锌锗,-9.329120835438488,★,32.32
300382,斯莱克,-9.274282252696352,,52.44
000960,锡业股份,-9.238442794091162,★,35.12
601555,东吴证券,-9.22519836000979,★,24.08
600175,美都能源,-9.224293406419804,★,422.97
603363,傲农生物,-9.216216724735006,★,58.74
601899,紫金矿业,-9.21434635425924,★,38.15
601288,农业银行,-9.2103847651975,★,6.58
600145,*ST新亿,-9.210095226893811,★,551.09
000951,中国重汽,-9.206034374724636,★,11.36
002353,杰瑞股份,-9.194093379837787,★,204.98
300159,新研股份,-9.179764735434171,,45.29
600657,信达地产,-9.146506059316472,★,21.11
002301,齐心集团,-9.139948898651884,,52.0
002563,森马服饰,-9.130956664995082,,18.67
603683,晶华新材,-9.091623282927518,★,59.78
600971,恒源煤电,-9.068967944185113,★,8.49
601788,光大证券,-9.035785064650625,★,20.11
600376,首开股份,-9.035385880864466,★,19.72
600123,兰花科创,-8.989155917131253,★,10.06
600086,东方金钰,-8.986720929851499,,40.55
300033,同花顺,-8.957380835891705,★,42.71
300128,锦富技术,-8.926522120542923,,172.68
600919,江苏银行,-8.905564165141499,★,7.18
601015,陕西黑猫,-8.903123475805664,★,48.79
300173,智慧松德,-8.881088342204645,,65.47
600997,开滦股份,-8.87145930558242,★,22.33
600958,东方证券,-8.826853700223635,★,26.98
002081,金 螳 螂,-8.812067402296753,,19.4
000018,神州长城,-8.783875938925533,★,17.75
000768,中航飞机,-8.761572936607365,★,229.87
600531,豫光金铅,-8.69304445650364,★,35.46
002608,江苏国信,-8.686008981241656,★,15.59
603315,福鞍股份,-8.659011483436863,★,86.33
601377,兴业证券,-8.637793469183375,★,17.63
300337,银邦股份,-8.635792742744252,,751.77
600015,华夏银行,-8.604797166022438,★,6.45
603711,香飘飘,-8.604720791803055,★,85.24
300059,东方财富,-8.601905658835719,★,97.92
600532,宏达矿业,-8.566920582182025,,0.0
600808,马钢股份,-8.553481039630595,★,9.15
000732,泰禾集团,-8.51592694390063,★,19.52
600109,国金证券,-8.480456148346027,★,22.04
002692,睿康股份,-8.475911791170777,,104.81
000786,北新建材,-8.414572257524666,★,20.99
000753,漳州发展,-8.40590699091548,★,144.3
600409,三友化工,-8.401611786915609,★,10.41
300027,华谊兄弟,-8.38316549026712,★,33.25
000691,亚太实业,-8.377618713065848,★,0.0
300737,科顺股份,-8.358733385809202,★,42.94
300480,光力科技,-8.355393214051476,★,96.67
600239,云南城投,-8.345895389520885,,0.0
600985,雷鸣科化,-8.313755915758536,★,46.84
000690,宝新能源,-8.295632747556702,★,38.33
002622,融钰集团,-8.278392685514946,,258.48
601117,中国化学,-8.266253222217523,★,19.72
600708,光明地产,-8.258279266482283,★,15.78
002293,罗莱生活,-8.247584376373574,★,25.4
000613,*ST东海A,-8.226174606351632,★,1007.39
002005,德豪润达,-8.21974582778935,,0.0
600508,上海能源,-8.216640720243952,★,10.83
601086,国芳集团,-8.20312873132828,★,49.02
000402,金 融 街,-8.171052049229289,★,16.39
000937,冀中能源,-8.166450379875133,★,18.08
002037,久联发展,-8.141156930966108,★,43.7
002157,正邦科技,-8.054183269179871,,20.11
600781,辅仁药业,-8.052595036949594,★,635.01
600869,智慧能源,-8.042744156906378,,58.81
000835,长城动漫,-8.039303159478328,,53.3
000758,中色股份,-8.009500680039894,★,43.14
000930,中粮生化,-7.9943191314108875,★,44.78
000876,新 希 望,-7.97584199826672,★,12.59
002174,游族网络,-7.963204040563088,★,30.8
600010,包钢股份,-7.962791713668771,,57.61
601688,华泰证券,-7.937263427809649,★,20.26
603600,永艺股份,-7.9102930931733155,★,23.91
300495,美尚生态,-7.872781785371997,★,30.98
002199,东晶电子,-7.868721639599585,,0.0
603776,永安行,-7.862456417490982,★,47.28
603289,泰瑞机器,-7.851953113799148,★,38.0
300198,纳川股份,-7.847551086343996,,131.96
000532,华金资本,-7.842496967255796,★,90.05
600500,中化国际,-7.79519613140498,★,30.66
002010,传化智联,-7.782623845144421,,162.61
002453,天马精化,-7.780304543337446,★,603.92
300640,德艺文创,-7.767182044549981,★,43.44
000533,万 家 乐,-7.755611300179699,★,208.06
002514,宝馨科技,-7.7532171314260605,★,64.64
600118,中国卫星,-7.712964682031986,★,70.71
600031,三一重工,-7.685919269239971,★,28.11
000547,航天发展,-7.66551368970233,★,65.09
600583,海油工程,-7.664086647675616,★,73.76
300213,佳讯飞鸿,-7.6626950009685775,★,53.53
000603,盛达矿业,-7.615439852603323,★,36.73
000926,福星股份,-7.614225752439719,★,9.49
600976,健民集团,-7.603656717758778,★,33.41
300516,久之洋,-7.590326812323989,★,125.54
000002,万 科Ａ,-7.589506199903395,★,25.52
002216,三全食品,-7.5801710657846355,★,58.5
600122,宏图高科,-7.576399575282478,★,16.49
000552,靖远煤电,-7.562133163904894,★,16.95
601009,南京银行,-7.49727695111142,★,8.13
300084,海默科技,-7.484486552130831,★,723.88
300326,凯利泰,-7.4668926627779575,★,28.53
600866,星湖科技,-7.4243658697015995,,0.0
603030,全筑股份,-7.420149314206292,★,60.56
002101,广东鸿图,-7.417369685032005,★,21.06
002445,中南文化,-7.33450036883776,★,46.55
601003,柳钢股份,-7.320093126419492,★,11.75
300293,蓝英装备,-7.298111368997473,★,89.72
000789,万年青,-7.293121291620075,★,21.96
601766,中国中车,-7.275438733416606,★,33.51
000982,*ST 中绒,-7.266384121293101,★,0.0
002280,联络互动,-7.24150270375058,★,307.68
002115,三维通信,-7.23764659527697,★,140.87
000676,智度股份,-7.207724697770246,★,23.98
300498,温氏股份,-7.185762120173644,,22.13
600711,盛屯矿业,-7.177086821930956,,28.76
300527,华舟应急,-7.128136149230546,★,65.43
002051,中工国际,-7.124121332656552,★,16.18
600873,梅花生物,-7.111157421610126,★,16.43
600130,波导股份,-7.098556257133426,,0.0
002313,日海通讯,-7.098470198247886,★,88.25
300307,慈星股份,-7.0825831821122005,★,21.29
600598,北大荒,-7.065152238507178,★,18.83
000039,中集集团,-7.046536554645244,★,32.41
002331,皖通科技,-7.029219047771573,★,41.35
601901,方正证券,-6.993921765657641,★,30.25
000571,新大洲Ａ,-6.983370179210857,,44.49
601989,中国重工,-6.940813827746073,★,72.51
300055,万邦达,-6.935975295430974,★,36.81
000796,凯撒旅游,-6.92971083332491,★,22.88
300403,地尔汉宇,-6.884152042646463,★,23.28
601168,西部矿业,-6.871883268164503,★,41.46
601727,上海电气,-6.847865242149409,★,34.47
600827,百联股份,-6.827781520713905,★,23.27
603970,中农立华,-6.809967848044152,★,33.45
600121,*ST郑煤,-6.791264654458962,★,6.75
603557,起步股份,-6.78462585416959,★,39.72
300164,通源石油,-6.776539821151073,★,195.85
000672,上峰水泥,-6.775411050558777,★,16.81
603313,梦百合,-6.7661255135619385,★,29.14
600016,民生银行,-6.75867101563008,★,5.96
600926,杭州银行,-6.728826124670617,★,9.03
600158,中体产业,-6.7243851151781335,★,191.66
300501,海顺新材,-6.723096721379218,★,32.16
002013,中航机电,-6.711213080686407,★,54.95
601128,常熟银行,-6.711175268809799,★,13.95
603817,海峡环保,-6.709601737683313,★,42.98
600372,中航电子,-6.699760804585697,★,72.26
601328,交通银行,-6.6614454583341365,★,6.86
600782,新钢股份,-6.654948469011101,★,13.93
002747,埃斯顿,-6.6510973401297075,★,103.23
300049,福瑞股份,-6.647164519980986,,53.68
600569,安阳钢铁,-6.580835880695535,★,9.67
300204,舒泰神,-6.576971002267962,★,21.42
002522,浙江众成,-6.571193568026845,,89.33
601318,中国平安,-6.568005691644252,★,14.64
002634,棒杰股份,-6.564290523429806,★,52.93
000543,皖能电力,-6.547657616878599,★,61.16
600582,天地科技,-6.544994077460675,★,31.59
002087,新野纺织,-6.525506224762346,★,13.68
000581,威孚高科,-6.511134363613335,★,9.79
601988,中国银行,-6.509603820008413,★,6.68
601866,中远海发,-6.486036418815877,★,24.45
000062,深圳华强,-6.477780627241636,★,33.59
002803,吉宏股份,-6.4706923236518605,★,88.18
000686,东北证券,-6.465696620879202,★,22.16
000852,石化机械,-6.465596102429306,★,0.0
600308,华泰股份,-6.441920225511899,★,12.37
600322,天房发展,-6.441685982377853,★,24.81
600126,杭钢股份,-6.4244002471459005,★,11.27
600737,中粮糖业,-6.422475136610206,★,21.72
300280,南通锻压,-6.366993784624409,,357.37
002582,好想你,-6.366891092281735,★,47.19
000838,财信发展,-6.3554739341210915,★,28.95
600765,中航重机,-6.341939955244569,★,35.8
601166,兴业银行,-6.265499510098415,★,6.03
600719,大连热电,-6.2544115553157535,★,0.0
002921,联诚精密,-6.250730067035615,★,45.89
000502,绿景控股,-6.247157449970331,★,0.0
600823,世茂股份,-6.247139564859516,★,10.76
002385,大北农,-6.240285433460679,★,23.88
002181,粤 传 媒,-6.233161450206115,★,0.0
000702,正虹科技,-6.226307046542868,★,71.63
000910,大亚圣象,-6.207160037509496,★,25.8
002424,贵州百灵,-6.194134684871299,★,39.21
002521,齐峰新材,-6.184327308150738,,26.16
601718,际华集团,-6.157880694601814,★,33.03
002175,东方网络,-6.155438748006392,,86.15
600173,卧龙地产,-6.149396008384523,★,13.23
000729,燕京啤酒,-6.144990728699129,★,25.35
002667,鞍重股份,-6.1371035488769206,★,53.37
300534,陇神戎发,-6.128988210187392,★,140.81
600696,ST匹凸,-6.116312980256788,★,107.07
600622,光大嘉宝,-6.112826019671447,★,28.45
600238,海南椰岛,-6.09991391278003,,787.21
603979,金诚信,-6.094198369740256,★,25.12
000935,四川双马,-6.089357709150178,★,98.15
601801,皖新传媒,-6.0682445320522245,★,13.15
601198,东兴证券,-6.064666502555028,★,30.66
002318,久立特材,-6.031998777914249,★,35.47
600061,国投资本,-6.031088630287595,★,20.27
002910,庄园牧场,-6.0258904557476285,★,47.65
601216,君正集团,-6.0201504782259825,,18.52
002163,中航三鑫,-6.014634364946514,,0.0
000150,宜华健康,-6.014200023020566,★,62.13
601618,中国中冶,-6.008523904898421,★,18.53
600320,振华重工,-6.004284724521747,★,104.57
000717,韶钢松山,-5.996341013249873,★,8.13
300558,贝达药业,-5.9710916372389455,,79.88
601375,中原证券,-5.953423233520017,★,53.85
300254,仟源医药,-5.9497272852333865,★,55.57
601607,上海医药,-5.9485655416634415,★,17.7
002619,艾格拉斯,-5.947015715001436,,35.22
600329,中新药业,-5.930582508403692,★,21.62
000828,东莞控股,-5.919698731370449,★,11.44
000737,*ST南风,-5.915620366976837,★,0.0
002556,辉隆股份,-5.908404565030745,★,31.11
000623,吉林敖东,-5.881358791670744,★,13.44
600984,建设机械,-5.864875219910049,★,35.08
300338,开元股份,-5.827554722748307,★,41.86
600855,航天长峰,-5.816490654929829,★,8793.1
002226,江南化工,-5.816005879410369,★,38.6
300013,新宁物流,-5.809266012931602,★,41.26
600316,洪都航空,-5.802707897263315,★,0.0
000898,鞍钢股份,-5.786022335809271,★,12.39
600716,凤凰股份,-5.784150837093627,★,0.0
603113,金能科技,-5.7694246594300225,★,17.01
000068,华控赛格,-5.763798665647313,★,0.0
002160,常铝股份,-5.754169493384287,,33.04
600026,中远海能,-5.753841814240879,★,13.79
000718,苏宁环球,-5.7509212829086165,★,18.04
300526,中潜股份,-5.7374737298264815,★,54.22
601969,海南矿业,-5.737438543314932,,340.75
600432,*ST吉恩,-5.731484570671109,★,0.0
603536,惠发股份,-5.712162875314075,★,53.52
000893,东凌国际,-5.685366131899105,★,0.0
000425,徐工机械,-5.679227211861715,★,29.19
002464,众应互联,-5.670513208145744,,38.71
002714,牧原股份,-5.667856344923861,,24.7
002053,云南能投,-5.66596294671069,★,37.07
000761,本钢板材,-5.65873394674361,★,9.41
002116,中国海诚,-5.65358929462888,★,22.0
300550,和仁科技,-5.642334689169837,★,81.56
000059,华锦股份,-5.638314161476177,★,9.62
603520,司太立,-5.631596439226671,★,37.13
600000,浦发银行,-5.626375666026274,★,6.69
603108,润达医疗,-5.621640542206752,,34.0
300426,唐德影视,-5.606936915837846,,43.55
600803,新奥股份,-5.597484870476411,★,24.13
002450,康得新,-5.582006262135519,,27.9
600556,ST慧球,-5.577830163282083,★,629.13
600019,宝钢股份,-5.541147483642595,★,15.2
603010,万盛股份,-5.519532692684392,★,40.03
000419,通程控股,-5.517451655417293,★,23.65
002598,山东章鼓,-5.513928031632698,★,37.45
600833,第一医药,-5.498904795271753,★,49.98
000554,泰山石油,-5.482990698590317,★,1464.46
600115,东方航空,-5.478198181119998,★,11.09
600231,凌钢股份,-5.458855843340283,★,9.24
603727,博迈科,-5.446970444681776,★,44.42
002016,世荣兆业,-5.434220426828851,★,20.65
600089,特变电工,-5.428219028802761,★,13.62
002554,惠博普,-5.417514476708584,★,41.64
002736,国信证券,-5.41044689768746,★,20.15
600513,联环药业,-5.408096325464717,★,33.78
000783,长江证券,-5.406996340839331,★,21.02
000166,申万宏源,-5.406024313863456,★,23.96
300414,中光防雷,-5.400078326705982,★,69.24
600962,国投中鲁,-5.391249946399313,★,6238.94
600176,中国巨石,-5.3780683160935645,★,23.28
300391,康跃科技,-5.374167582502965,★,39.61
300448,浩云科技,-5.358126573110466,★,212.74
600023,浙能电力,-5.357629385011697,★,15.25
000043,中航地产,-5.3548203671890064,★,0.0
