,ts_code,name,main_business,business_scope
0,000001.SZ,平安银行,"主要业务:贷款,拆借,存放等同业业务,债券投资.",(一)吸收公众存款；(二)发放短期、中期和长期贷款；(三)办理国内外结算；(四)办理票据承兑与贴现；(五)发行金融债券；(六)代理发行、代理兑付、承销政府债券；(七)买卖政府债券、金融债券；(八)从事同业拆借；(九)买卖、代理买卖外汇；(十)从事银行卡业务；(十一)提供信用证服务及担保；(十二)代理收付款项及代理保险业务；(十三)提供保管箱服务；(十四)结汇、售汇业务；(十五)离岸银行业务；(十六)资产托管业务；(十七)办理黄金业务；(十八)财务顾问、资信调查、咨询、见证业务；(十九)经有关监管机构批准的其他业务。
1,000002.SZ,万科A,房地产开发和物业服务,房地产开发；兴办实业(具体项目另行申报)；国内商业、物资供销业(不含专营、专控、专卖商品)；进出口业务(按深经发审证字第113号外贸企业审定证书规定办理)。
2,000004.SZ,国农科技,"主要产品:AFIS(指纹自动识别系统),注射用血凝酶.主要业务:IT业及技术服务,制药销售.",通讯、计算机、软件、新材料、生物技术和生物特征识别技术、新药、生物制品、医用检测试剂和设备的研究与开发；信息咨询；计算机软件及生物技术的培训(以上各项不含限制项目)、兴办实业(具体项目另行申报)、房地产开发与经营。
3,000005.SZ,世纪星源,"主要业务:交通及基础设施经营,低碳技术集成和环境处理服务,不动产开发管理及工程监理,酒店经营及综合物管服务,不动产项目权益投资组合",房地产、酒店、物业管理、商务咨询、顾问、计算机软件开发、投资及其它第三产业。
4,000006.SZ,深振业A,"主要产品或提供的服务:提供商品住宅,以及提供物业租赁服务.",土地开发、房产销售及租赁、物业管理。本公司主业为房地产开发与经营。
5,000007.SZ,全新好,主营业务:物业管理和房屋租赁业,投资兴办实业(具体项目另行申报)；国内商业、物资供销业(不含专营、专控、专卖商品)；自有物业租赁；环保产品的技术开发；信息咨询(不含限制项目)；项目投资(不含限制项目)；矿业投资；矿产品的销售(不含专营、专控、专卖商品)，经营进出口业务(具体内容以工商部门核准的内容为准)；投资金融服务项目并进行投资管理；从事其他投资与投资管理(具体内容以工商部门核准的内容为准)。
6,000008.SZ,神州高铁,"主营业务:轨道交通,酒店服务",轨道交通、计算机网络的技术开发、技术咨询、技术转让、技术服务；销售开发后的产品；计算机系统服务；货物进出口；技术进出口；代理进出口；项目投资；物业管理。(依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。)
7,000009.SZ,中国宝安,主要业务:房地产和生物医药,新材料、新能源材料、新能源等高新技术产业项目的投资及经营，现代生物医药项目的投资及经营，房地产开发经营。
8,000010.SZ,美丽生态,主营业务:园林绿化业务,高新技术项目的开发及相关产品的技术服务，计算机网络系统工程、计算机软、硬件的技术开发、生产(具体项目另行申报)、安装及系统集成，电子技术产品的技术开发、生产，信息咨询服务(以上不含限制项目)；相关产品的销售及其他国内商业、物资供销业(不含专营、专控、专卖商品)；投资兴办实业、高科技项目(具体项目另行申报)。经营深贸管审证字第207号《审定书》规定的进出口项目。研究、开发、种植、销售园林植物；园林环境景观的设计、园林绿化工程和园林维护；销售建筑材料、园林机械设备、体育用品；技术开发；投资与资产管理。
9,000011.SZ,深物业A,"主营业务:本公司以房地产开发为主业,出租车运营,物业管理与房屋租赁等为辅业.",房地产开发及商品房销售，商品楼宇的建筑、管理，房屋租赁，建设监理，国内商业，物资供销业(不含专营、专卖、专控商品)
10,000012.SZ,南玻A,"主要产品:玻璃及玻璃制品,电子元件.",进行平板玻璃、工程玻璃等节能建筑材料，硅材料、光伏组件等可再生能源产品及精细玻璃、结构陶瓷等新型材料和高科技产品的生产、制造和销售(涉及生产许可证、环保批文的项目由各子公司另行申报)，为各子公司提供经营决策、管理咨询、市场信息、技术支持与岗位培训等方面的相关协调和服务。
11,000014.SZ,沙河股份,主要业务:房地产开发.,在合法取得土地使用权范围内从事房地产开发经营业务；物业租赁业；国内商业，物资供销业(不含专营、专控、专卖商品)；兴办实业(具体项目另报)。
12,000016.SZ,深康佳A,"主要产品:彩色电视机,数字移动电话及其配套产品.",研究开发、生产经营电视机、冰箱、洗衣机、日用小家电、厨卫电器及其他智能生活电器产品，家庭视听设备，IPTV机顶盒，OTT终端产品，数字电视接收器(含卫星电视广播地面接收设备)，数码产品，智能穿戴产品，智能健康产品，智能电子产品，智能开关插座，移动电源，移动通信设备及终端产品，日用电子产品，汽车电子产品，卫星导航系统，智能交通系统，防火防盗报警系统，办公设备，电子计算机，显示器；大屏幕显示设备的制造和应用服务；LED(OLED)背光源、照明、发光器件制造及封装；触摸电视一体机；无线广播电视发射设备；应急广播系统设备；生产经营电子元件、器件，模具，塑胶制品，各类包装材料；设计、上门安装安防产品、监控产品，无线、有线数字电视系统及系统集成，并从事相关产品的技术咨询和服务(上述经营范围中的生产项目，除移动电话外，其余均在异地生产)。从事以上所述产品(含零配件)的批发、零售、进出口及相关配套业务(不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请)。销售自行开发的技术成果；提供电子产品的维修服务、技术咨询服务;普通货物运输，国内货运代理、国际货运代理，仓储服务；供应链管理；企业管理咨询服务；自有物业租赁和物业管理业务。从事废旧电器电子产品的回收(不含拆解)(由分支机构经营)；以承接服务外包方式从事系统应用管理和维护、信息技术支持管理、银行后台服务、财务结算、人力资源服务、软件开发、呼叫中心、数据处理等信息技术和业务流程外包服务。经营进出口业务；国内贸易；国际贸易(不含专营、专控、专卖商品)；农产品、水产品、林产品贸易；金属材料、金银制品、汽车、矿产品的贸易；销售安防产品、智能家居产品、保险柜、门锁、防盗门、五金制品；代办(移动、联通、电信、广电)委托的各项业务。水污染治理、固废物污染处理、危险废物污染治理、大气污染治理、土壤污染治理与修复服务；新能源、可再生资源项目及环保设施的投资开发；固体废弃物及城市垃圾的综合利用；非金属矿物制品材料生产(开采除外)、销售；半导体集成电路、元器件专用材料开发、生产及销售，组装生产和销售集成电路设备，半导体集成电路及相关产品的设计、研发、制造、测试、封装与销售集成电路产品及相关技术服务，半导体集成电路科技领域内的技术开发、转让及进出口。
13,000017.SZ,深中华A,"主要产品:电动自行车,自行车.",生产装配各种类型的自行车、 及自行车零件，部件、配件、健身车、机械产品、运动器械、 电动摩托车、 摩托车、 其他玩具类车辆、 精细化工、碳纤维复合材料、家用小电器及配套器件。
14,000018.SZ,神州长城,主要业务:建筑装饰工程施工.,工程设计与施工，基础设施投资，新能源建设与投资，医疗投资，生命技术研究开发，装备制造，防务装备，金融投资，房地产开发。(最终以工商行政管理部门核准的经营范围为准)
15,000019.SZ,深粮控股,"主要产品:三井牌调味品,乳酸菌奶系列,软包装饮料,茶粉,茶汁系列.",粮油收购和销售、粮油储备；粮油及制品经营及加工；生产茶叶、茶制品、茶及天然植物提取物、食品罐头、饮料、土产品(生产场所营业执照另行申办)；饲料的经营及加工(以外包的方式经营)；粮油物流、饲料物流、茶园等项目投资、经营管理及开发；饲料、茶叶销售；仓储服务；粮食流通服务；现代粮食供应链服务；粮油、茶、植物产品、软饮料和食品的技术开发、技术服务；电子商务及信息化建设，信息技术开发及配套服务；投资兴办实业(具体项目另行申报)；国内贸易；经营进出口业务；在合法取得使用权的土地上从事房地产开发经营；自有物业的开发、经营、租售、管理；物业管理；为酒店提供管理服务。(以上涉及国家法律、行政法规、国务院决定规定须报经审批的项目，须经审批后方可经营)。许可证经营项目：预包装食品(不含复热预包装食品)的批发(非实物方式)；信息服务业务(仅限互联网信息服务业务)；普通货运、专业运输(冷藏保鲜)。
16,000020.SZ,深华发A,"主要产品:彩电,电路板,注塑件.",生产经营各种彩色电视机、液晶显示器、液晶显示屏(在分支机构生产经营)、收录机、音响设备、电子表、电子游戏机、电脑等各类电子产品及配套的印刷线路板、精密注塑件、轻型包装材料(在武汉生产经营)、五金件(含工模具)，电镀及表面处理、焊锡丝，房地产开发经营(深房地字第7226760号)，物业管理。
17,000021.SZ,深科技,"主要产品:磁头产品,硬盘盘片,网络产品,光磁产品,内存条及U盘.",开发、生产、经营计算机软、硬件系统及其外部设备、通讯设备、电子仪器仪表及其零部件、原器件、接插件和原材料，生产、经营家用商品电脑及电子玩具(以上生产项目均不含限制项目)；金融计算机软件模型的制作和设计、精密模具CAD/CAM技术、节能型自动化机电产品和智能自动化控制系统、办公自动化设备、激光仪器、光电产品及金卡系统、光通讯系统和信息网络系统的技术开发和安装工程；商用机器(含税控设备、税控系统)、机顶盒、表计类产品(水表、气表等)、网络多媒体产品的开发、设计、生产、销售及服务；金融终端设备的开发、设计、生产、销售、技术服务、售后服务及系统集成；经营进出口业务；普通货运；房屋、设备及固定资产租赁；LED照明产品的研发、生产和销售，合同能源管理；节能服务、城市亮化、照明工程的设计、安装、维护。
18,000023.SZ,深天地A,"主要产品:商品混凝土,碎石",商品混凝土及其原材料的生产、销售(具体生产场地执照另行申办)；水泥制品的生产、销售(具体生产场地执照另行申办)；在合法取得土地使用权的地块上从事房地产开发；物流服务；普通货运，货物专用运输(罐式)(道路运输经营许可证有效期至2019年1月13日)；机电设备维修；物业管理；投资兴办实业(具体项目另行申报)；国内商业、物资供销业(不含专营、专控、专卖商品及限制项目)；经营进出口业务(按深府办函[1994]278号文执行)。
19,000025.SZ,特力A,"主营业务;汽车销售,汽车检测维修及配件销售,物业租赁及服务等.",投资兴办实业(具体项目另行申报)。国内商业、物资供销业(不含专营、专控、专卖商品)、物业租赁与管理。自营本公司及所属企业自产产品、自用生产材料、金属加工机械、通用零件的进出口业务、进出口业务按深贸管证字第098号外贸审定证书办理。
20,000026.SZ,飞亚达A,"主要业务:钟表及其零配件的设计开发,制造,销售和维修,包括“飞亚达”表的产品经营和世界名表的商业连锁销售;以及飞亚达大厦的物业经营.",生产经营各种指针式机械表、石英表及其机芯、零部件、各种计时仪器，加工批发K金首饰表、智能手表；国内商业、物资供销(不含专营、专控、专卖商品)；物业管理及物业租赁；设计服务；自营进出口业务。
21,000027.SZ,深圳能源,"主要业务:是各种常规能源和新能源的开发,生产,购销,以及城市固体废物处理,城市燃气供应和废水处理等.",(一)各种常规能源和新能源的开发、生产、购销；(二)投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等；(三)投资和经营与能源相配套的地产、房产业和租赁等产业；(四)投资和经营能提高能源使用效益的高科技产业；(五)经营和进出口本公司能源项目所需的成套设备、配套设备、机具和交通工具等；(六)各种能源工程项目的设计、施工、管理和经营，以及与能源工程相关的人员培训、咨询及其他相关服务业务；(七)环保技术的开发、转让和服务；(八)物业管理、自有物业租赁；(九)在合法取得的地块上从事单项房地产开发经营；(十)从事信息系统运营维护，系统集成，软件开发等信息技术服务，及信息技术相关产品设备的销售与租赁(含计算机软硬件、电子产品、耗材、办公设备等)；(十一)能提高社会、经济效益的其他业务。
22,000028.SZ,国药一致,"主要业务:制药,医药批发零售.主要产品:头孢类系列产品,健儿清解液.","中药饮片、中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品、生物制品(含疫苗和体外诊断试剂)、第二类精神药品(制剂)、麻醉药品、第一类精神药品(区域性批发企业)、医疗用毒性药品、蛋白同化制剂、肽类激素的批发；保健食品经营；药用包装材料及医药工业产品研究与开发、咨询服务；投资兴办实业(具体项目另行申报)；国内商业、物资供销业(不含专营、专控、专卖商品)；救护车销售；供应链管理；仓储代理服务;物流代理服务;道路货物运输代理;装卸搬运;运输货物打包服务；其他仓储业(不含原油、成品油仓储、燃气仓储、危险品仓储)；会议及展览服务；全部一类医疗器械；全部二类医疗器械(包括二类体外诊断试剂)；III类：6840体外诊断试剂,6807胸腔心血管外科手术器械，6815注射穿刺器械，6821医用电子仪器设备，6822医用光学器具、仪器及内窥镜设备，6823医用超声仪器及有关设备，6824医用激光仪器设备，6825医用高频仪器设备，6826物理治疗及康复设备，6828医用磁共振设备，6830医用X射线设备，6832医用高能射线设备，6833医用核素设备，6834医用射线防护用品、装置，6840临床检验分析仪器，6845体外循环及血液处理设备，6846植入材料和人工器官，6854手术室、急救室、诊疗室设备及器具，6858医用冷疗、低温、冷藏设备及器具，6863口腔科材料，6864医用卫生材料及敷料，6865医用缝合材料及粘合剂，6866医用高分子材料及制品，6870软件，6877介入器材；预包装食品销售(不含冷藏冷冻食品)，特殊食品销售(保健食品销售，特殊医学用途配方食品销售，婴幼儿配方乳粉销售，其他婴幼儿配方食品销售)。经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。房屋租赁、物业管理服务。"
23,000029.SZ,深深房A,"主要业务:房地产开发,房屋租赁,建筑施工安装,物业管理,酒店饮食服务,商品流通.",许可经营项目：城市园林绿化壹级(按照资质证书可承揽各种规模及类型的园林绿化工程；可承揽园林绿化工程中的整地、栽植、建筑及小品、花坛、园路、水系、喷泉、假山、雕塑、广场铺装、驳岸、桥梁、码头等园林设施及设备安装项目；可承揽各种规模及类型的园林绿化综合性养护管理工程；可从事园林绿化技术咨询、培训和信息服务)(凭资质证书经营)；风景园林工程设计专项乙级(凭资质证书经营)一般经营项目：节水、抗旱植物的研发、生产、销售、推广及技术服务。(法律、行政法规、国务院决定规定应经许可的，未获许可不得生产经营)
24,000030.SZ,富奥股份,"主要产品:底盘系统,环境系统,制动和传动系统,转向及安全系统,电子电器系统,发动机附件系统等六大系列.主要业务:汽车零部件的研发,生产和销售.",汽车零部件及相关产品的研发、设计、制造、销售及售后服务；进出口业务；设备及工艺装备的设计、制造及相关服务；租赁业务、物业服务业务；仓储和配送业务及相关服务。
25,000031.SZ,中粮地产,"主要业务:房屋租赁,来料加工.",房地产开发经营；国内商业、物资供销业(不含专营、专卖、专控商品)；建筑技术咨询，进出口贸易。
26,000032.SZ,深桑达A,"主要业务:电子设备,电子元器件,电子消费通信产品的生产,销售及房地产开发.主要产品:彩电回扫变压器,手机,“棕榈湾”楼盘,模块电源.",研发、生产、销售通信设备、交通通讯设备(生产场地营业执照另行办理)、计算机及软件、办公自动化设备、机械、光机电一体化设备、电子检测设备、税控设备、税控收款机(不含限制项目)、半导体照明产品；电子信息系统工程、建筑智能化工程、机电设备安装工程、变配电工程的规划、设计、安装、调试、集成及技术咨询服务；智能交通设备及产品、通信设备及产品、安防监控系统产品的技术开发、生产制造、调试、销售；软件及网络通讯产品的技术开发、技术服务、技术咨询；监控系统项目的设计、开发、咨询；国内商业、物资供销业(不含专营、专卖、专控商品)；进出口业务按深贸管审证字第523号外贸企业审定证书规定办理；在合法取得使用权的土地上从事房地产开发经营，物业管理及自有物业租赁；兴办实业(具体项目另行申报)；仓储服务、国内外货物运输及代理服务(需许可经营项目另行办理申请)。
27,000034.SZ,神州数码,"移动办公设备,笔记本电脑,显示设备,服务器,存储设备,网络设备,计算机配件",(一)计算机硬件及配套零件的研究、开发；网络产品、多媒体产品、电子信息产品及通讯产品、办公自动化设备、仪器仪表、电器及印刷照排设备、计算机应用系统的安装和维修；自产产品的技术咨询、技术服务、技术转让(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；计算机硬件、软件及外围设施的代理销售；销售自产产品(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；(二)通信设备、电子、计算机配件的技术开发；计算机软件、信息技术、系统集成、办公自动化、综合布线技术的研发(不含限制项目)；(三)投资兴办实业(具体项目另行申报)；在合法取得使用权的土地上从事房地产开发经营。(以上项目法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。
28,000035.SZ,中国天楹,"主营业务:以BOO,BOT方式投资,建设和运营城市生活垃圾焚烧发电项目,研发,生产,销售垃圾焚烧发电及环保成套设备",生活垃圾焚烧发电及蒸汽生产，自产产品销售，危险废弃物处理(前述所有范围权限仅限分支机构经营)；生活垃圾焚烧发电、可再生能源项目及环保设施的投资、开发；污泥处理、餐厨垃圾处理、建筑垃圾处理、污水处理、大气环境治理、噪声治理、土壤修复；垃圾焚烧发电成套设备、环保成套设备的研发、生产、销售；填埋气开发与利用；垃圾分类收运体系投资与运营；企业管理咨询服务；自营和代理上述商品和技术的进出口业务；道路普通货物运输；生活垃圾经营性清扫、收集、运输、处理服务；道路清扫保洁；河道保洁、绿化管护；物业管理。(不得以公开方式募集资金；不得公开交易证券类产品和金融衍生品；不得发放贷款；不得从事融资性担保；不得向投资者承诺投资本金不受损失或者承诺最低收益；依法须经批准的项目，经相关部门批准后方可开展经营活动)
29,000036.SZ,华联控股,主要业务:房地产开发和自有物业租赁管理业务.,投资兴办实业(具体项目另行申报)；国内商业、物资供销业务(不含专营、专控、专卖商品)；在具有合法土地使用权的地块上从事房地产开发、经营；自有物业管理；房地产经纪(不含限制项目)。
30,000037.SZ,深南电A,"主要业务:生产经营供电供热,从事发电厂(站)的相关技术咨询和技术服务.",供电、供热，提供相关技术咨询和技术服务。
31,000038.SZ,深大通,主营业务:房地产开发与经营.,房地产开发、经营；国内贸易(不含专营、专控、专卖商品)；兴办实业(具体项目另行申报)，计算机领域的技术开发、技术转让、技术咨询和技术服务，计算机软硬件开发及销售；经营进出口业务(具体按照深贸管准证字第2003-3670号资格证书办理)；设计、制作、代理、发布各类广告，电脑图文设计制作，影视策划，企业形象策划，市场营销策划；展览展示设计服务，会务服务；文化产业园区的投资，文化旅游项目的投资；物联网、人工智能的技术研发。
32,000039.SZ,中集集团,"主要产品:集装箱,道路运输车辆,能源,化工及液态食品装备等.主营业务:现代化交通运输装备,能源,化工及液态食品装备,海洋工程装备,物流服务,空港装备的制造及服务业务.",制造修理集装箱及其有关业务，利用该公司现有设备加工制造各类零部件结构件和有关设备，并提供以下加工服务：切割、冲压成型、铆接、表面处理，包括喷沙喷漆、焊接和装配；集装箱租赁。
33,000040.SZ,东旭蓝天,主营业务:新能源和生态环保.,环保技术的研发、推广及服务，生态环境治理、土壤修复、水处理；园林、城市绿化工程施工；园林及生态湿地的运营养护；风景园林规划设计、城乡规划设计；湖底淤泥处理；环保项目管理与咨询；光伏电站投资、建设、运营、维护及管理服务；光伏发电技术及设备的研发；光伏发电项目技术咨询；电力工程总承包及国际工程总承包（一般经营项目）。光伏发电设备的制造、批发零售；机电设备的设计、制造及销售，新能源设备设施的设计、制造及销售（许可经营项目） ；经营进出口业务；物业管理。
34,000042.SZ,中洲控股,主营业务:房地产开发,房地产开发及商品房销售、管理；承接建筑安装工程；自有物业租赁。
35,000043.SZ,中航善达,主营业务:地产开发业务.,(一)开办商场、宾馆、餐厅，经营旅游服务业；(二)兴办工业和高新技术产业；(三)开办生产资料批发市场；(四)开展科技交流活动，进行技术贸易，提供科技、经济和法律咨询、代理服务；(五)经营贸易：电子计算机、机械电器设备、五金交电、家用电器、文化办公用品、化工原料、日用百货、金属材料、建筑材料、针纺织品、棉麻、中成药、西药、原料药、保健药品、医疗器械、土产品、粮油食品、果菜；(六)举办各种产品展销；(七)经营公司自有房产并对外承接楼宇及其配套设备的管理与维修；(八)开办仓储业和运输业；(九)从事各类投资；(十)房地产开发、经营；(十一)劳动派遣；(十二)租赁服务；(十三)鉴证咨询服务；(十四)商务辅助服务。
36,000045.SZ,深纺织A,"主要业务:纺织服装及其相关产品的生产,贸易,物业租赁管理.",生产、经营偏光片等光学膜产品；酒店、物业租赁与经营管理；生产、加工纺织品、针织品、服装、装饰布、带、商标带、工艺品(不含限制项目)；百货、纺织工业专用设备，纺织器材及配件、仪表、标准件、纺织原材料、染料、电子产品，化工产品、机电设备、轻纺产品、办公用品及国内贸易(不含专营、专控、专卖商品)；经营进出口业务。
37,000046.SZ,泛海控股,"主要业务:房地产开发经营,项目投资.",投资及投资管理；资产管理；经营房地产业务及物业管理；自有物业租赁；企业管理咨询；销售建筑材料、装饰材料、机械设备。
38,000048.SZ,*ST康达,"主要业务:饲料生产,房地产开发,自来水供应,养殖业,交通运输,商业贸易,房屋租赁.",养殖鸡、鸡苗、禽蛋、生产制造肉制品、饮料、鸡场设备、自酿啤酒、兴办实业(具体项目另行申报)；非银行金融业(以主管部门审批为准)；国内商业、物资供销业(不含专营、专控、专卖商品)；在合法取得的土地上从事房地产开发经营；货物及技术进出口；房屋租赁。
39,000049.SZ,德赛电池,主营业务:以生产制造电源管理系统及各类锂电池为主.,无汞碱锰电池、一次锂电池、锌空气电池、镍氢电池、锂聚合物电池、燃料电池及其他种类电池、电池材料、配件和设备的研究、开发和销售；电源管理系统和新型电子元器件的开发、测试及销售；移动通讯产品及配件的开发及销售；高科技项目开发、投资、咨询，高科技企业投资。
40,000050.SZ,深天马A,"主要产品:液晶显示器,液晶显示模块.",从事显示器件及相关的材料、设备、产品的设计、制造、销售；提供相关技术开发、技术咨询、技术服务和技术转让；信息技术服务、咨询服务；普通货运；代理销售、代理采购显示器件及相关材料(不含限制项目)；设备租赁(不含金融租赁)；自有物业租赁；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。
41,000055.SZ,方大集团,"主要产品:节能幕墙,光电幕墙,LED彩显幕墙等各类建筑幕墙及铝板材料;太阳能光伏;房地产等.轨道交通屏蔽门系统;主营业务:高端幕墙系统及材料,轨道交通设备及系统,太阳能光伏发电,房地产和金融等板块.",智慧、节能建筑系统，先进高端制造，技术服务，新材料，新技术，新能源，软件，电子信息等产品和技术的开发、生产、经营，物业开发、管理和租赁，兴办企业，对外投资，进出口贸易。
42,000056.SZ,皇庭国际,"主要业务:连锁商业经营,房地产开发和物业管理.",从事零售商业，经营各类综合及专门零售店、连锁商业、购物中心及电子商务；从事房地产业，进行房地产投资、规划设计、装修、运营管理、物业管理及房地产营销；从事林业及林业服务业，进行林业科技研究、苗木培育、林木种植、木材采运及林产品采集，进行木材加工及人造板、木制品制造；从事租赁、商务服务业、住宿、餐饮业、居民服务业、仓储业、教育业、娱乐业等。进出口业务按深贸管审证字第012号外贸企业审定证书办理(凡属专营商品按规定办)。
43,000058.SZ,深赛格,"主营业务是电子专业市场及配套项目的开发及经营,物业租赁服务业务,IT产品渠道零售终端业务,电子商务和小额贷款增值业务.主要业务为租赁业务和其他第三产业,经营与管理电子专业市场.",投资电子电器产品、电子化工、计算机、兴办实业、电子信息系统、网络软件、仓储运输、贸易、酒店、物业买卖、租赁业务和其他第三产业、经营与管理电子专业市场以及国内商业。经营电子商务；互联网技术开发；从事广告业务；信息服务业务(仅限互联网信息服务)；提供互联网上网服务场所；销售计算机、软件及辅助设备、电子产品；食品销售；餐饮服务；组织文化艺术交流活动(不含演出)；承办展览展示活动。儿童产业链项目的投资及经营，儿童游乐设备租赁服务；游乐场经营及服务(限分支经营)；餐饮服务(限分支经营)；展览展示服务；企业管理咨询；投资管理；教育咨询；预包装食品兼散装食品、乳制品(含婴幼儿配方奶粉)批发零售(限分支经营)；文化用品、工艺礼品、玩具、童装、电子产品、工艺品、日用百货销售；摄影服务；新能源的技术开发，制造、销售碲化镉太阳能电池组件产品，光伏发电和光伏一体化建筑工程总承包。碲化镉薄膜太阳能电池组件的技术开发，技术服务，投资建设光伏电站、承接建筑一体化光伏幕墙工程；依法须经批准的项目，经相关部门批准后方可开展经营活动。
44,000059.SZ,华锦股份,"主要业务:石油化工产品,化学肥料的生产与销售",1.3-丁二烯；氨；苯；苯乙烯；丙烯；氮[压缩的]；二甲苯；工业用丁二烯抽余碳四；工业用丁二烯抽余液；甲苯；裂解燃料油(混合苯3#)；硫磺；煤油；石脑油；碳九；碳五馏分；氩[液化的]；氧[液化的]；液化石油气；乙烯；石油产品及化工产品生产销售(除易燃易爆危险品)；塑料制品、建安工程、压力容器制造、普通货物运输；生活饮用水(以上各项限分公司经营)。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
45,000060.SZ,中金岭南,"主要产品:铅锭,锌锭及锌合金,白银,黄金,镉锭,锗锭,铟锭,工业硫酸,硫磺等产品.主要业务:铅锌矿的开采,选矿以及铅锌金属的冶炼.",本公司自产的铅锌冶炼产品及其深加工产品、铅锌选矿产品及其相关技术的出口和本公司生产经营科研开发等所需的原辅材料、机械设备等商品及其相关技术的进口(按[1999]外贸证审函字第2330号文经营)。采选、冶炼、制造、加工有色金属矿产品、冶炼产品、深加工产品及综合利用产品(含硫酸、氧气、硫磺、镓、锗、电炉锌粉的生产，仅限于分支机构生产，其营业执照另行申报)；生产、制造包装物、容器(含钢提桶、塑料编织袋的生产，仅限于分支机构生产，其营业执照另行申报)；从事境外期货业务；建筑材料、机械设备及管道安装、维修；工程建设，地测勘探，科研设计，信息咨询服务，国内商业贸易、物资供应业(不含国家政策规定的专营、专控商品)；饮食、旅游(由下属机构经营)；兴办各类实业(具体项目另行申报)、物资供销业(不含专营、专卖、专控商品)；经济信息咨询服务(国家有专项规定的除外)；成品油零售、过磅、房屋出租；收购、加工有色金属矿石；矿物及选矿药剂的计量、检验检测。
46,000061.SZ,农产品,"主要业务:农产品批发市场,商场销售,农产品加工生产养殖,农产品配套服务.",开发、建设、经营、管理农产品批发市场(农产品批发市场的营业执照需另行申办)；经营管理市场租售业务；国内商业、物资供销业(不含专营、专控、专卖商品)；经营农产品、水产品的批发、连锁经营和进出口业务(具体经营需另行办理营业执照)；为农产品批发市场提供配套的招待所、小卖部、食店、运输、装卸、仓储、包装(具体项目营业执照另行申报)；从事信息咨询(不含法律、行政法规、国务院决定禁止及规定需审批的项目)、物业管理、酒店管理；自有物业租赁；市场投资、投资兴办实业(具体项目另行申报)。(以上涉及国家法律、行政法规、国务院决定规定需报经审批的项目，需经审批后方可经营。)
47,000062.SZ,深圳华强,"主营业务为电子元器件线下分销,电子元器件线上交易平台,电子元器件及电子终端产品线下交易平台,品牌终端产品线上分销,硬件+互联网的创新创业服务,其他物业经营等",投资兴办各类实业(具体项目需另行申报)；经营国内商业、物资供销业(不含专营、专卖、专控商品)；自有物业管理、开发与租赁；经济信息咨询、服务；自有物业管理；激光头及其应用产品；计算机软硬件及系统集成；通信产品；广告业务。
48,000063.SZ,中兴通讯,"主要业务为无线通信系统,有线交换和接入系统,数据通讯系统,多媒体通讯系统,光通信系统,卫星及微波通讯系统,移动通信终端,电信软件业务开发与生产以及包括承包境内外通讯工程和国际招标在内的各种对内,外经济技术合作业务,电信工程专业承包.主要产品:无线通信产品,有线交换及接入产品,数据及光通信产品,移动通信终端产品.",生产程控交换系统、多媒体通讯系统、通讯传输系统；研制、生产移动通信系统设备、卫星通讯、微波通讯设备、寻呼机，计算机软硬件、闭路电视、微波通信、信号自动控制、计算机信息处理、过程监控系统、防灾报警系统、新能源发电及应用系统等项目的技术设计、开发、咨询、服务；铁路、地下铁路、城市轨道交通、公路、厂矿、港口码头、机场的有线无线通信等项目的技术设计、开发、咨询、服务(不含限制项目)；通信电源及配电系统的研发、生产、销售、技术服务、工程安装、维护；数据中心基础设施及配套产品(含供配电、空调制冷设备、冷通道、智能化管理系统等)的研发、生产、销售、技术服务、工程安装、维护；电子设备、微电子器件的购销(不含专营、专控、专卖商品)；承包境外及相关工程和境内国际招标工程，上述境外工程所需的设备，材料进出口，对外派遣实施上述境外工程的劳务人员；电子系统设备的技术开发和购销(不含限制项目及专营、专控、专卖商品)；经营进出口业务(按贸发局核发的资格证执行)；电信工程专业承包(待取得资质证书后方可经营)；自有房屋租赁。公司可根据国内外市场的变化、业务发展和自身能力，经股东大会和有关政府部门批准后，依法变更经营范围和调整经营方式。
49,000065.SZ,北方国际,"主要业务:国际工程承包,国内建筑安装,产品生产销售.",各类型工业、能源、交通、民用工程建设项目的施工总承包；自营和代理各类商品及技术的进出口业务，但国家限定经营或禁止进出口的商品及技术除外；经营进料加工和“三来一补”业务；经营对销贸易和转口贸易；承包境外工程及境内国际招标工程；上述境外工程所需的设备、材料出口；对外派遣实施上述境外工程所需的劳务人员；铝制品，铝型材，铝门窗；建筑幕墙和室内外装饰工程设计、制作、施工；机械安装及修理。
